0.0000 1.00000e+00
0.0050 1.00000e+00
0.0100 1.00000e+00
0.0150 1.00000e+00
0.0200 1.00000e+00
0.0250 1.00000e+00
0.0300 1.00000e+00
0.0350 1.00000e+00
0.0400 1.00000e+00
0.0450 1.00000e+00
0.0500 1.00000e+00
0.0550 1.00000e+00
0.0600 1.00000e+00
0.0650 1.00000e+00
0.0700 1.00000e+00
0.0750 1.00000e+00
0.0800 1.00000e+00
0.0850 1.00000e+00
0.0900 1.00000e+00
0.0950 1.00000e+00
0.1000 1.00000e+00
0.1050 1.00000e+00
0.1100 1.00000e+00
0.1150 1.00000e+00
0.1200 1.00000e+00
0.1250 1.00000e+00
0.1300 1.00000e+00
0.1350 9.99999e-01
0.1400 9.99999e-01
0.1450 9.99998e-01
0.1500 9.99997e-01
0.1550 9.99995e-01
0.1600 9.99993e-01
0.1650 9.99989e-01
0.1700 9.99984e-01
0.1750 9.99978e-01
0.1800 9.99970e-01
0.1850 9.99960e-01
0.1900 9.99946e-01
0.1950 9.99930e-01
0.2000 9.99909e-01
0.2050 9.99884e-01
0.2100 9.99854e-01
0.2150 9.99817e-01
0.2200 9.99774e-01
0.2250 9.99724e-01
0.2300 9.99664e-01
0.2350 9.99596e-01
0.2400 9.99517e-01
0.2450 9.99428e-01
0.2500 9.99326e-01
0.2550 9.99211e-01
0.2600 9.99081e-01
0.2650 9.98937e-01
0.2700 9.98776e-01
0.2750 9.98598e-01
0.2800 9.98402e-01
0.2850 9.98187e-01
0.2900 9.97951e-01
0.2950 9.97694e-01
0.3000 9.97414e-01
0.3050 9.97111e-01
0.3100 9.96783e-01
0.3150 9.96430e-01
0.3200 9.96050e-01
0.3250 9.95643e-01
0.3300 9.95208e-01
0.3350 9.94743e-01
0.3400 9.94248e-01
0.3450 9.93722e-01
0.3500 9.93164e-01
0.3550 9.92572e-01
0.3600 9.91947e-01
0.3650 9.91287e-01
0.3700 9.90591e-01
0.3750 9.89859e-01
0.3800 9.89090e-01
0.3850 9.88282e-01
0.3900 9.87436e-01
0.3950 9.86550e-01
0.4000 9.85624e-01
0.4050 9.84656e-01
0.4100 9.83647e-01
0.4150 9.82595e-01
0.4200 9.81499e-01
0.4250 9.80360e-01
0.4300 9.79175e-01
0.4350 9.77946e-01
0.4400 9.76669e-01
0.4450 9.75346e-01
0.4500 9.73976e-01
0.4550 9.72557e-01
0.4600 9.71089e-01
0.4650 9.69572e-01
0.4700 9.68004e-01
0.4750 9.66385e-01
0.4800 9.64715e-01
0.4850 9.62992e-01
0.4900 9.61217e-01
0.4950 9.59388e-01
0.5000 9.57504e-01
0.5050 9.55565e-01
0.5100 9.53571e-01
0.5150 9.51521e-01
0.5200 9.49413e-01
0.5250 9.47248e-01
0.5300 9.45024e-01
0.5350 9.42741e-01
0.5400 9.40398e-01
0.5450 9.37994e-01
0.5500 9.35529e-01
0.5550 9.33002e-01
0.5600 9.30412e-01
0.5650 9.27759e-01
0.5700 9.25041e-01
0.5750 9.22257e-01
0.5800 9.19408e-01
0.5850 9.16492e-01
0.5900 9.13508e-01
0.5950 9.10455e-01
0.6000 9.07332e-01
0.6050 9.04139e-01
0.6100 9.00875e-01
0.6150 8.97538e-01
0.6200 8.94128e-01
0.6250 8.90643e-01
0.6300 8.87083e-01
0.6350 8.83447e-01
0.6400 8.79732e-01
0.6450 8.75939e-01
0.6500 8.72065e-01
0.6550 8.68111e-01
0.6600 8.64073e-01
0.6650 8.59952e-01
0.6700 8.55746e-01
0.6750 8.51453e-01
0.6800 8.47072e-01
0.6850 8.42601e-01
0.6900 8.38039e-01
0.6950 8.33384e-01
0.7000 8.28635e-01
0.7050 8.23789e-01
0.7100 8.18846e-01
0.7150 8.13802e-01
0.7200 8.08656e-01
0.7250 8.03406e-01
0.7300 7.98050e-01
0.7350 7.92586e-01
0.7400 7.87010e-01
0.7450 7.81321e-01
0.7500 7.75516e-01
0.7550 7.69593e-01
0.7600 7.63548e-01
0.7650 7.57378e-01
0.7700 7.51080e-01
0.7750 7.44652e-01
0.7800 7.38089e-01
0.7850 7.31387e-01
0.7900 7.24543e-01
0.7950 7.17553e-01
0.8000 7.10412e-01
0.8050 7.03115e-01
0.8100 6.95658e-01
0.8150 6.88035e-01
0.8200 6.80241e-01
0.8250 6.72269e-01
0.8300 6.64113e-01
0.8350 6.55766e-01
0.8400 6.47220e-01
0.8450 6.38468e-01
0.8500 6.29501e-01
0.8550 6.20310e-01
0.8600 6.10884e-01
0.8650 6.01211e-01
0.8700 5.91281e-01
0.8750 5.81079e-01
0.8800 5.70591e-01
0.8850 5.59802e-01
0.8900 5.48692e-01
0.8950 5.37242e-01
0.9000 5.25430e-01
0.9050 5.13230e-01
0.9100 5.00615e-01
0.9150 4.87551e-01
0.9200 4.74002e-01
0.9250 4.59925e-01
0.9300 4.45270e-01
0.9350 4.29977e-01
0.9400 4.13976e-01
0.9450 3.97180e-01
0.9500 3.79485e-01
0.9550 3.60758e-01
0.9600 3.40829e-01
0.9650 3.19473e-01
0.9700 2.96381e-01
0.9750 2.71111e-01
0.9800 2.42983e-01
0.9850 2.10856e-01
0.9900 1.72511e-01
0.9950 1.22229e-01
